Sr No.,District,Service,full_address,Latitude,Longitude
60,Nadia,Hotel Kings  Sabita Sweets 8972555530 Krishnanagar,"Hotel Kings  Sabita Sweets 8972555530 Krishnanagar, restaurant, Nadia, West Bengal, India",23.3969651,88.4767045
61,Nadia,Auto Centre Filling Station Bharat Petroleum Ashok Kr Chakraborty 9051348398,"Auto Centre Filling Station Bharat Petroleum Ashok Kr Chakraborty 9051348398, petrol pump, Nadia, West Bengal, India",23.1755702,88.7115553
62,Nadia,Hotel Tarama 96909192 Fulia Nadia,"Hotel Tarama 96909192 Fulia Nadia, restaurant, Nadia, West Bengal, India",23.2086838,88.52138599999999
63,Nadia,Shyamal Fuels IOCL Tutu Roy 9734665810,"Shyamal Fuels IOCL Tutu Roy 9734665810, petrol pump, Nadia, West Bengal, India",23.9479766,88.6168937
64,Nadia,Nava Hotel P Swapan 8167777711 Habibpur Nadia,"Nava Hotel P Swapan 8167777711 Habibpur Nadia, restaurant, Nadia, West Bengal, India",23.1697666,88.5159743
65,Nadia,Satya Filling Station Debnath 7478561119,"Satya Filling Station Debnath 7478561119, Nadia, West Bengal, India",23.0527069,88.5110528
66,Nadia,Hotel Hawai 810914214 Habibpur,"Hotel Hawai 810914214 Habibpur, restaurant, Nadia, West Bengal, India",23.1697666,88.5159743
67,Nadia,Sarkar Diesel IOCL Arindam Sarkar 9932743175 Badkulla,"Sarkar Diesel IOCL Arindam Sarkar 9932743175 Badkulla, Nadia, West Bengal, India",23.3093108,88.5279858
68,Nadia,Bihari Dhaba P Ramaswar Malakar NH34,"Bihari Dhaba P Ramaswar Malakar NH34, restaurant, Nadia, West Bengal, India",22.1471093,87.0543075
69,Nadia,Geeta Fuel Point Kalyani 7003192813,"Geeta Fuel Point Kalyani 7003192813, petrol pump, Nadia, West Bengal, India",22.9638394,88.42530730000001
70,Nadia,Hotel Krishna Kanan Kalyani NH34,"Hotel Krishna Kanan Kalyani NH34, restaurant, Nadia, West Bengal, India",22.6786756,88.40657809999999
71,Nadia,Popular Fuel Pump Kalyani 9734817661,"Popular Fuel Pump Kalyani 9734817661, petrol pump, Nadia, West Bengal, India",22.9747271,88.43372099999999
72,Nadia,Sankar Hotel Dipak Kar NH34 Krishnanagar,"Sankar Hotel Dipak Kar NH34 Krishnanagar, restaurant, Nadia, West Bengal, India",23.3932087,88.4797567
73,Nadia,K D Rampogal Jaguli More NH34 9830834804,"K D Rampogal Jaguli More NH34 9830834804, Nadia, West Bengal, India",23.2587912,88.5373693
74,Nadia,Ghosh Hotel P Ashok Ghosh Krishnanagar,"Ghosh Hotel P Ashok Ghosh Krishnanagar, restaurant, Nadia, West Bengal, India",23.4151841,88.502997
75,Nadia,Maa Manasha Fuel Pump Kalyani More NH34 9732773554,"Maa Manasha Fuel Pump Kalyani More NH34 9732773554, petrol pump, Nadia, West Bengal, India",22.9797518,88.43771369999999
76,Nadia,Hotel Hawai 810914214 Habibpur,"Hotel Hawai 810914214 Habibpur, restaurant, Nadia, West Bengal, India",23.1697666,88.5159743
77,Nadia,Debdatta Service Station Birohi More NH34 7908134833,"Debdatta Service Station Birohi More NH34 7908134833, Nadia, West Bengal, India",22.9717907,88.5058707
78,Nadia,Bihari Dhaba P Ramaswar Malakar NH34,"Bihari Dhaba P Ramaswar Malakar NH34, restaurant, Nadia, West Bengal, India",22.1471093,87.0543075
79,Nadia,Reliance Petrol Pump Birohi Chakdaha NH34 7908193826,"Reliance Petrol Pump Birohi Chakdaha NH34 7908193826, petrol pump, Nadia, West Bengal, India",22.9930046,88.5384045
80,Nadia,Hotel Krishna Kanan Kalyani NH34,"Hotel Krishna Kanan Kalyani NH34, restaurant, Nadia, West Bengal, India",22.6786756,88.40657809999999
81,Nadia,Sadananda Singh and Bros Chakdaha More NH34 9600111752,"Sadananda Singh and Bros Chakdaha More NH34 9600111752, Nadia, West Bengal, India",23.0796201,88.53328309999999
82,Nadia,Sankar Hotel Dipak Kar NH34 Krishnanagar,"Sankar Hotel Dipak Kar NH34 Krishnanagar, restaurant, Nadia, West Bengal, India",23.3932087,88.4797567
83,Nadia,Ghosh Hotel P Ashok Ghosh Krishnanagar,"Ghosh Hotel P Ashok Ghosh Krishnanagar, restaurant, Nadia, West Bengal, India",23.4151841,88.502997
84,Alipurduar,RG Petrol Pump Pro Avik Paul Nimti Chowpathi Kalchini Alipurduar 9735055998,"RG Petrol Pump Pro Avik Paul Nimti Chowpathi Kalchini Alipurduar 9735055998, petrol pump, Alipurduar, West Bengal, India",26.6077517,89.1419524
85,Alipurduar,Sangma Dhaba Jonathan Sangma Garam basty Damanpur Alipurduar 7679791750,"Sangma Dhaba Jonathan Sangma Garam basty Damanpur Alipurduar 7679791750, restaurant, Alipurduar, West Bengal, India",26.5603994,89.5236573
86,Alipurduar,Om Sai Service Centre  Car washing Garam basty Damanpur Alipurduar 8670815393 9733173211,"Om Sai Service Centre  Car washing Garam basty Damanpur Alipurduar 8670815393 9733173211, Alipurduar, West Bengal, India",26.5602625,89.5262837
87,Alipurduar,Maa Krishna Service Station Pro Subrata Roy Dakshin Satali Alipurduar 9800815464,"Maa Krishna Service Station Pro Subrata Roy Dakshin Satali Alipurduar 9800815464, Alipurduar, West Bengal, India",26.6577415,89.38164490000001
88,Alipurduar,Ratan Sarkar Garam basty Damanpur Alipurduar 6296951203,"Ratan Sarkar Garam basty Damanpur Alipurduar 6296951203, Alipurduar, West Bengal, India",26.5078913,89.6375994
89,Alipurduar,Barman Eng Works Sudhan Barman Garam basty Damanpur Alipurduar 9733166042,"Barman Eng Works Sudhan Barman Garam basty Damanpur Alipurduar 9733166042, Alipurduar, West Bengal, India",26.5557367,89.53242929999999
90,Alipurduar,Vishand Trading Company Pro Anita Gupta Hasimara Alipurduar 9534045279,"Vishand Trading Company Pro Anita Gupta Hasimara Alipurduar 9534045279, Alipurduar, West Bengal, India",26.7308712,89.35064229999999
91,Alipurduar,Basak Dhaba Joshna Dhaba Garam basty Damanpur Alipurduar 7384976393,"Basak Dhaba Joshna Dhaba Garam basty Damanpur Alipurduar 7384976393, restaurant, Alipurduar, West Bengal, India",26.5557367,89.53242929999999
92,Alipurduar,Azad Tyre Anwar Hossain Madarihat Subhash Nagar Alipurduar 7779831952,"Azad Tyre Anwar Hossain Madarihat Subhash Nagar Alipurduar 7779831952, Alipurduar, West Bengal, India",26.6799882,89.26810189999999
93,Alipurduar,Madarihat Auto Service Pro Rakesh Kalyani Madarihat Alipurduar 9733220350,"Madarihat Auto Service Pro Rakesh Kalyani Madarihat Alipurduar 9733220350, Alipurduar, West Bengal, India",26.6799882,89.26810189999999
94,Alipurduar,Ganapati Dhaba Naresh Brahma Garam basty Damanpur Alipurduar 7001600375,"Ganapati Dhaba Naresh Brahma Garam basty Damanpur Alipurduar 7001600375, restaurant, Alipurduar, West Bengal, India",26.5557367,89.53242929999999
95,Alipurduar,Rohit Garage Sushil Roy Ghoramara Kumargram Alipurduar 7319597118,"Rohit Garage Sushil Roy Ghoramara Kumargram Alipurduar 7319597118, auto repair, Alipurduar, West Bengal, India",26.550889,89.822991
96,Alipurduar,NES Hasimara Pro Sudipta Haldar Madarihat Alipurduar 8145791710,"NES Hasimara Pro Sudipta Haldar Madarihat Alipurduar 8145791710, Alipurduar, West Bengal, India",26.6924492,89.3412317
97,Alipurduar,Rupan Dhar Garam basty Damanpur Alipurduar 7602249737,"Rupan Dhar Garam basty Damanpur Alipurduar 7602249737, Alipurduar, West Bengal, India",26.4449024,89.6250175
98,Alipurduar,Dey Auto Mobile Kishor Dey Barobisha Kumargram Alipurduar 9832579199,"Dey Auto Mobile Kishor Dey Barobisha Kumargram Alipurduar 9832579199, Alipurduar, West Bengal, India",26.4762213,89.7583849
99,Alipurduar,Elite Service Station Pro Alok Kr Barman Khutimari Alipurduar 9475331329,"Elite Service Station Pro Alok Kr Barman Khutimari Alipurduar 9475331329, Alipurduar, West Bengal, India",26.4495465,89.7103721
100,Alipurduar,Kaludaka Dhaba Ghanabir Siwa Garam basty Damanpur Alipurduar 6296729469,"Kaludaka Dhaba Ghanabir Siwa Garam basty Damanpur Alipurduar 6296729469, restaurant, Alipurduar, West Bengal, India",26.5557367,89.53242929999999
101,Alipurduar,Hind Tyre Md Haniul Haque Nimti Chowpathi Kalchini Alipurduar 9679499479,"Hind Tyre Md Haniul Haque Nimti Chowpathi Kalchini Alipurduar 9679499479, Alipurduar, West Bengal, India",26.5950885,89.4337475
102,Alipurduar,RG Traders Pro Hrittik Pal Tatpara Samuktala Alipurduar 7797816612,"RG Traders Pro Hrittik Pal Tatpara Samuktala Alipurduar 7797816612, Alipurduar, West Bengal, India",26.48377,89.535046
103,Alipurduar,Pradip Hotel Anabala Sangma Garam basty Damanpur Alipurduar 8670752848,"Pradip Hotel Anabala Sangma Garam basty Damanpur Alipurduar 8670752848, restaurant, Alipurduar, West Bengal, India",26.4780329,89.5183033
104,Alipurduar,MS Goutam Trading Agency Pro Bijon Krishna Goutam Barobisha Alipurduar 9434604838,"MS Goutam Trading Agency Pro Bijon Krishna Goutam Barobisha Alipurduar 9434604838, Alipurduar, West Bengal, India",26.540131,89.68276929999999
105,Alipurduar,Moti Agarwal Dhaba Nimti Chowpathi Kalchini Alipurduar 7319097967,"Moti Agarwal Dhaba Nimti Chowpathi Kalchini Alipurduar 7319097967, restaurant, Alipurduar, West Bengal, India",26.6894841,89.44533290000001
106,Alipurduar,Maa Tara Dhaba Jiban Ghosh Nimti Chowpathi Kalchini Alipurduar 9547902239,"Maa Tara Dhaba Jiban Ghosh Nimti Chowpathi Kalchini Alipurduar 9547902239, restaurant, Alipurduar, West Bengal, India",26.4046599,89.3825611
107,Alipurduar,Nimti Dhaba Sudhir Ch Dey Nimti Chowpathi Kalchini Alipurduar 9733360525,"Nimti Dhaba Sudhir Ch Dey Nimti Chowpathi Kalchini Alipurduar 9733360525, restaurant, Alipurduar, West Bengal, India",26.6011056,89.4406276
108,Alipurduar,New Saini Line Hotel Ajandar Singh Paschim Satali Kalchini Alipurduar 9832055082,"New Saini Line Hotel Ajandar Singh Paschim Satali Kalchini Alipurduar 9832055082, restaurant, Alipurduar, West Bengal, India",26.6745694,89.3677385
109,Alipurduar,Laddu Hotel Laddu Dutta Hasimara Alipurduar 8637307610,"Laddu Hotel Laddu Dutta Hasimara Alipurduar 8637307610, restaurant, Alipurduar, West Bengal, India",26.7208893,89.3474413
110,Alipurduar,Bajrang Dhaba Sushil Kr Das Madarihat Subhash Nagar Alipurduar 8670723879,"Bajrang Dhaba Sushil Kr Das Madarihat Subhash Nagar Alipurduar 8670723879, restaurant, Alipurduar, West Bengal, India",26.706654,89.2849888
111,Alipurduar,Jaldapara Green Inn Hotel  Lodging Ranjit Saha Madarihat Alipurduar 7430039471,"Jaldapara Green Inn Hotel  Lodging Ranjit Saha Madarihat Alipurduar 7430039471, restaurant, Alipurduar, West Bengal, India",26.6905136,89.2805351
112,Alipurduar,Diya Hotel Sikandar Mirza Madarihat Alipurduar 9547475754,"Diya Hotel Sikandar Mirza Madarihat Alipurduar 9547475754, restaurant, Alipurduar, West Bengal, India",26.6902397,89.2498602
113,Alipurduar,Sangma Dhaba Babinder Mariya Ethelbari Alipurduar 8167677109,"Sangma Dhaba Babinder Mariya Ethelbari Alipurduar 8167677109, restaurant, Alipurduar, West Bengal, India",26.5603994,89.5236573
114,Alipurduar,Shmiti Priya Hotel Pintu Ghosh Kathaltala Samuktala Alipurduar 7001627989,"Shmiti Priya Hotel Pintu Ghosh Kathaltala Samuktala Alipurduar 7001627989, restaurant, Alipurduar, West Bengal, India",26.5399932,89.68397139999999
115,Purulia,Shea Saran Lal Lilu B T Sarkar Rd Ph 9434001147,"Shea Saran Lal Lilu B T Sarkar Rd Ph 9434001147, Purulia, West Bengal, India",23.3284286,86.3610431
116,Purulia,Samir Line Hotel Ph 9932874994,"Samir Line Hotel Ph 9932874994, restaurant, Purulia, West Bengal, India",23.3322026,86.3616405
117,Purulia,SK Karim Ph 8637377377,"SK Karim Ph 8637377377, Purulia, West Bengal, India",23.5352728,86.66106359999999
118,Purulia,S Das  Sons Ranchi Rd Ph 9832146822,"S Das  Sons Ranchi Rd Ph 9832146822, Purulia, West Bengal, India",23.3322591,86.35906349999999
119,Purulia,Trioti Line Hotel Ph 9800334773,"Trioti Line Hotel Ph 9800334773, restaurant, Purulia, West Bengal, India",23.3322026,86.3616405
120,Purulia,Khan Mistri Ph 9932731707,"Khan Mistri Ph 9932731707, Purulia, West Bengal, India",23.3322026,86.3616405
121,Purulia,Sankar Auto Service Manguriya Ph 8159032840,"Sankar Auto Service Manguriya Ph 8159032840, Purulia, West Bengal, India",23.3510576,86.3459142
122,Purulia,Rana Hotel Ph 8250673157,"Rana Hotel Ph 8250673157, restaurant, Purulia, West Bengal, India",23.6620853,86.7567396
123,Purulia,Sahadeb Garage Ph 9932959660,"Sahadeb Garage Ph 9932959660, auto repair, Purulia, West Bengal, India",23.1476957,86.6244443
124,Purulia,Ram Bhagat Bhari Prasad Taxi Stand Ph 9332385109,"Ram Bhagat Bhari Prasad Taxi Stand Ph 9332385109, Purulia, West Bengal, India",23.3318633,86.3655138
125,Purulia,Pushpa Hotel Ph 9064051759,"Pushpa Hotel Ph 9064051759, restaurant, Purulia, West Bengal, India",23.3322026,86.3616405
126,Purulia,Sarbari More Garage Ph 9851421785,"Sarbari More Garage Ph 9851421785, auto repair, Purulia, West Bengal, India",23.6500569,86.8175133
127,Purulia,Jain Auto Mobile Taxi Stand Ph 9434013489,"Jain Auto Mobile Taxi Stand Ph 9434013489, Purulia, West Bengal, India",23.3308917,86.361965
128,Purulia,Puja Hotel Ph 9004088043,"Puja Hotel Ph 9004088043, restaurant, Purulia, West Bengal, India",23.4133378,86.1006062
129,Purulia,Kalu Garage Ph 8001720963,"Kalu Garage Ph 8001720963, auto repair, Purulia, West Bengal, India",23.3322026,86.3616405
130,Purulia,Sunil Motors Dulmi Nadhya Ph 7001893571,"Sunil Motors Dulmi Nadhya Ph 7001893571, Purulia, West Bengal, India",23.4099192,88.36139329999999
131,Purulia,Kunal Hotel Ph 9676598458,"Kunal Hotel Ph 9676598458, restaurant, Purulia, West Bengal, India",23.4439967,86.21357499999999
132,Purulia,Maa Santoshi Garage Ph 9775700739,"Maa Santoshi Garage Ph 9775700739, auto repair, Purulia, West Bengal, India",23.6127403,86.47274829999999
133,Purulia,Feel  Fill Petro Pvt Ltd Ludhurdha Ph 9434001147,"Feel  Fill Petro Pvt Ltd Ludhurdha Ph 9434001147, Purulia, West Bengal, India",23.3322026,86.3616405
134,Purulia,Abhoy Hotel Ph 8972672896,"Abhoy Hotel Ph 8972672896, restaurant, Purulia, West Bengal, India",23.3322026,86.3616405
135,Purulia,Kismat Garage Ph 8972029766,"Kismat Garage Ph 8972029766, auto repair, Purulia, West Bengal, India",23.3322026,86.3616405
136,Purulia,Ram Krishna Service Station Hura Ph 7076505556,"Ram Krishna Service Station Hura Ph 7076505556, Purulia, West Bengal, India",23.3058557,86.65292219999999
137,Purulia,Charra Line Hotel Ph 9564901169,"Charra Line Hotel Ph 9564901169, restaurant, Purulia, West Bengal, India",23.382469,86.4130066
138,Purulia,Garage near Santi Tripti Hotel Ph 9635287703,"Garage near Santi Tripti Hotel Ph 9635287703, restaurant, Purulia, West Bengal, India",23.5331236,86.65734479999999
139,Purulia,Lmundi Pandey Hotel Ph 9800968450,"Lmundi Pandey Hotel Ph 9800968450, restaurant, Purulia, West Bengal, India",23.5963543,86.2908231
140,Purulia,Ghonga Pandey Hotel Ph 9933520545,"Ghonga Pandey Hotel Ph 9933520545, restaurant, Purulia, West Bengal, India",23.5963543,86.2908231
141,Purulia,Santi Tripti Hotel Ph 9644919131,"Santi Tripti Hotel Ph 9644919131, restaurant, Purulia, West Bengal, India",23.5331236,86.65734479999999
142,Purulia,Gope Hotel Ph 8697092913,"Gope Hotel Ph 8697092913, restaurant, Purulia, West Bengal, India",23.0843732,86.2170569
143,Purulia,Ghoshal Auto Filling Block Danga Purulia Barakar Road Ph 7872581522,"Ghoshal Auto Filling Block Danga Purulia Barakar Road Ph 7872581522, Purulia, West Bengal, India",23.6231311,86.54521989999999
144,Purulia,Laha Hotel Purulia Barakar Road Contact 8116077219,"Laha Hotel Purulia Barakar Road Contact 8116077219, restaurant, Purulia, West Bengal, India",23.3459056,86.3770055
145,Purulia,Dislab Repairing Centre Anara Ph 9732388254,"Dislab Repairing Centre Anara Ph 9732388254, Purulia, West Bengal, India",23.5826491,86.4725148
146,Purulia,Mandal Auto Filling Raghunathpur Barakar Road 9434023701,"Mandal Auto Filling Raghunathpur Barakar Road 9434023701, Purulia, West Bengal, India",23.5461931,86.6766389
147,Purulia,Taj Hotel Purulia Barakar Road Contact 7908304429,"Taj Hotel Purulia Barakar Road Contact 7908304429, restaurant, Purulia, West Bengal, India",23.5391067,86.6679782
148,Purulia,Mahfuz Repairing Centre Purulia Barakar Road Contact 6296765276,"Mahfuz Repairing Centre Purulia Barakar Road Contact 6296765276, Purulia, West Bengal, India",23.5826491,86.4725148
149,Purulia,Everfine Auto Filling Sarbari More Neturia 8016707077,"Everfine Auto Filling Sarbari More Neturia 8016707077, Purulia, West Bengal, India",23.6500569,86.8175133
150,Purulia,Ranjit Hotel  Dhabas Sarbari More Neturia Contact 9800272633,"Ranjit Hotel  Dhabas Sarbari More Neturia Contact 9800272633, restaurant, Purulia, West Bengal, India",23.6500569,86.8175133
